iter	Logloss
179	0.263607049
180	0.2635650646
181	0.2635239076
182	0.2634719386
183	0.263425046
184	0.2633944569
185	0.263333444
186	0.2633020875
187	0.2632700598
188	0.2631987892
189	0.2631568481
190	0.2630606435
191	0.2630041841
192	0.26296415
193	0.2629265076
194	0.2628912199
195	0.2628594402
196	0.2628282617
197	0.26277426
198	0.2627336118
199	0.2626948183
200	0.2625706581
201	0.2625358349
202	0.262484071
203	0.2624475998
204	0.2624145597
205	0.2623915855
206	0.2623498861
207	0.2622624403
208	0.262228848
209	0.2621897612
210	0.2621655956
211	0.262101951
212	0.2620529945
213	0.2619012885
214	0.2618671484
215	0.2616651137
216	0.2616270947
217	0.2615841357
218	0.2615461371
219	0.2615096993
220	0.2614825165
221	0.2614490498
222	0.2614065319
223	0.2613682833
224	0.2613292002
225	0.2611056231
226	0.2610060465
227	0.260978054
228	0.2608249857
229	0.2607533887
230	0.2606779058
231	0.2606073155
232	0.2605685841
233	0.2605062783
234	0.2604690497
235	0.2604406758
236	0.2604165124
237	0.2603916804
238	0.2603521696
239	0.2603221011
240	0.2602965512
241	0.2602681066
242	0.2602200349
243	0.2601286158
244	0.2600902792
245	0.260054394
246	0.2600276074
247	0.259999047
248	0.2599590436
249	0.2599163052
250	0.2598984557
251	0.2598329523
252	0.259800423
253	0.259757712
254	0.2597300866
255	0.2596989553
256	0.2596626536
257	0.2596257934
258	0.2595762759
259	0.2595415202
260	0.259494699
261	0.2594686569
262	0.2593670942
263	0.2593335403
264	0.2593025452
265	0.2592688395
266	0.2592397186
267	0.2592022722
268	0.2591760468
269	0.2591159029
270	0.259010326
271	0.2589259313
272	0.2588937493
273	0.2588677002
274	0.2588410922
275	0.2588155525
276	0.2587912797
277	0.2586198755
278	0.2584710761
279	0.2584165766
280	0.2583496472
281	0.2583068849
282	0.2582685846
283	0.2582267151
284	0.2581842968
285	0.2581566102
286	0.2581242977
287	0.2580911688
288	0.2579393264
289	0.2578975291
290	0.2578676757
291	0.2578336158
292	0.2578111983
293	0.2577697666
294	0.2577453473
295	0.2577147437
296	0.2576912286
297	0.2576607422
298	0.2576204133
299	0.2575725601
300	0.2575370219
301	0.2575007585
302	0.2574667093
303	0.2574426348
304	0.2574065507
305	0.2573849123
306	0.2573543653
307	0.2573100117
308	0.2572732007
309	0.2572297508
310	0.2572113813
311	0.2571835288
312	0.257135121
313	0.257105855
314	0.2570797064
315	0.257043839
316	0.2570145303
317	0.256983566
318	0.256962511
319	0.2569184127
320	0.2568919831
321	0.2568657652
322	0.2567761112
323	0.2567389564
324	0.2566575843
325	0.2566287532
326	0.2565990596
327	0.2565669489
328	0.2565399994
329	0.2565042333
330	0.2564741904
331	0.2564493545
332	0.25642328
333	0.256402556
334	0.2563706083
335	0.2563384646
336	0.2563077116
337	0.2562651861
338	0.2562438763
339	0.256217303
340	0.2560946673
341	0.255942201
342	0.2558420101
343	0.255720059
344	0.2556833777
345	0.2556545123
346	0.2555687457
347	0.2555422133
348	0.2555164385
349	0.2554834697
350	0.2554481813
351	0.2552093832
352	0.2551779853
353	0.2550156509
354	0.2549930005
355	0.2549569171
356	0.2549030657
357	0.2548219953
358	0.2547896293
359	0.2546826361
360	0.2546586927
361	0.254630491
362	0.2545425116
363	0.254521742
364	0.2544254161
365	0.2544001911
366	0.2543169987
367	0.2542863457
368	0.2542401531
369	0.254116162
370	0.2540917457
371	0.2540665321
372	0.2540422158
373	0.2540107888
374	0.2539815922
375	0.2539499083
376	0.25392708
377	0.2539018615
378	0.2538773411
379	0.2538485009
380	0.2538268975
381	0.2537972607
382	0.2537606549
383	0.2537236602
384	0.2537040544
385	0.25364356
386	0.25361729
387	0.2535891141
388	0.2534833379
389	0.2534542889
390	0.253434024
391	0.2534106589
392	0.2533741559
393	0.2533504727
394	0.2533336156
395	0.2533056511
396	0.2532718376
397	0.2532501345
398	0.2532316388
399	0.2532082537
400	0.2531800366
401	0.2531549942
402	0.2531327791
403	0.2531055812
404	0.2530887505
405	0.2530685359
406	0.2530421458
407	0.2530086656
408	0.2529857275
409	0.2529636599
410	0.2529377433
411	0.2529061571
412	0.2527849972
413	0.2527517462
414	0.2527295995
415	0.2527114886
416	0.2526863458
417	0.2526637615
418	0.2525931154
419	0.2525654301
420	0.2525372132
421	0.252445917
422	0.2524193742
423	0.2523964769
424	0.2523145896
425	0.2522864163
426	0.2522591514
427	0.2522395003
428	0.2522098823
429	0.2521893051
430	0.2520585896
431	0.2520331524
432	0.2520028444
433	0.251956871
434	0.2519370065
435	0.2518519693
436	0.2518093508
437	0.2517858379
438	0.251760361
439	0.2517390803
440	0.2517086652
441	0.2516791536
442	0.2516521275
443	0.251635337
444	0.251616931
445	0.251590477
446	0.2515722129
447	0.2515423412
448	0.2515108761
449	0.2514783891
450	0.2514564534
451	0.2514275885
452	0.2513950139
453	0.2513709585
454	0.2513044972
455	0.2512645542
456	0.2512334244
457	0.2512043448
458	0.2511768738
459	0.2511152995
460	0.2510910717
461	0.2510660453
462	0.2510396999
463	0.2509992529
464	0.2509786522
465	0.2509582564
466	0.2509337179
467	0.2509031696
468	0.2508691994
469	0.250850458
470	0.2508265246
471	0.2507640919
472	0.2507280141
473	0.2507056391
474	0.2506799292
475	0.2506521903
476	0.2506192826
477	0.25058962
478	0.2505538633
479	0.2505306063
480	0.2505077538
481	0.2504807536
482	0.2504334233
483	0.2504043243
484	0.2503819772
485	0.2503518942
486	0.2503322454
487	0.2503110393
488	0.2502737674
489	0.2502554137
490	0.2502298839
491	0.2501943237
492	0.2501705726
493	0.2501432742
494	0.2501156298
495	0.2500921622
496	0.2500720216
497	0.2500511412
498	0.2500345205
499	0.2500169651
500	0.2500058381
501	0.2499873769
502	0.2499636885
503	0.2499371356
504	0.249911835
505	0.2498976872
506	0.2498754265
507	0.2498478995
508	0.2498198732
509	0.2497948722
510	0.249778465
511	0.2497537662
512	0.2497334546
513	0.2497055154
514	0.249680549
515	0.249654275
516	0.249636811
517	0.2496052233
518	0.2495863
519	0.2495486219
520	0.2494984892
521	0.2494607186
522	0.2494349319
523	0.2494085328
524	0.2493776435
525	0.2493471896
526	0.2493201651
527	0.2492919045
528	0.2492709835
529	0.2492502501
530	0.2492221252
531	0.2491999996
532	0.2491731702
533	0.2491480149
534	0.2491144827
535	0.2490968337
536	0.2490751462
537	0.2490533382
538	0.2489946859
539	0.2489745658
540	0.2489191595
541	0.248897789
542	0.2488830041
543	0.2488462401
544	0.248828993
545	0.2488042846
546	0.2487761612
547	0.2487589022
548	0.2487086888
549	0.2486389888
550	0.2486066413
551	0.2485682908
552	0.2485400055
553	0.2485181926
554	0.2484992276
555	0.2484803753
556	0.2484500861
557	0.2484313024
558	0.2483963924
559	0.2483715736
560	0.2483535008
561	0.248323584
562	0.2483059857
563	0.2482888987
564	0.2482760287
565	0.24825407
566	0.2482357673
567	0.2482167691
568	0.2481864649
569	0.2481672457
570	0.248136293
571	0.2481126509
572	0.2480918131
573	0.2480611039
574	0.2480411069
575	0.2480181136
576	0.2479960575
577	0.2479788093
578	0.2479629989
579	0.2479377336
580	0.2479037682
581	0.247874233
582	0.2478502082
583	0.2478282969
584	0.2477955684
585	0.2477703058
586	0.2477565157
587	0.2477244305
588	0.2476968098
589	0.2476146893
590	0.2475889423
591	0.2475217353
592	0.2474993851
593	0.2474780822
594	0.2474535649
595	0.2474368865
596	0.2474171893
597	0.2473899744
598	0.247371399
599	0.2473404557
600	0.2473234776
601	0.247300178
602	0.2472783341
603	0.2472581684
604	0.2472400671
605	0.2472164909
606	0.2471957834
607	0.2471686682
608	0.2471425317
609	0.2471255649
610	0.2471048935
611	0.2470746322
612	0.2470485828
613	0.2470306761
614	0.2470191666
615	0.246975889
616	0.2469507066
617	0.246925927
618	0.2468980346
619	0.2467965711
620	0.2467764958
621	0.2467573115
622	0.246734064
623	0.2467075978
624	0.2466788766
625	0.2466479636
626	0.2466164549
627	0.2465568873
628	0.2465399308
629	0.2465146129
630	0.2464606501
631	0.2464413856
632	0.2464137806
633	0.2463967375
634	0.2463810543
635	0.2463660697
636	0.2463492745
637	0.2463063541
638	0.2462856455
639	0.2462584702
640	0.2462386594
641	0.2462112687
642	0.2461924537
643	0.246177862
644	0.2461557492
645	0.2461416045
646	0.2460728427
647	0.2460568599
648	0.2460260468
649	0.2460108131
650	0.2459894739
651	0.2459667807
652	0.2459509046
653	0.2459323519
654	0.2459054211
655	0.2458908738
656	0.2458507793
657	0.2458302622
658	0.2458017336
659	0.2457804638
660	0.2457550121
661	0.2457350123
662	0.24570858
663	0.2456943364
664	0.2456803761
665	0.2456518703
666	0.2456327181
667	0.245608194
668	0.2455925205
669	0.2455765013
670	0.2455299614
671	0.2455068082
672	0.2454750377
673	0.2454490041
674	0.2454286105
675	0.2454095151
676	0.2453865418
677	0.2453661381
678	0.2453514574
679	0.2453234528
680	0.2453042162
681	0.2452826675
682	0.2452663504
683	0.2452508674
684	0.245183522
685	0.2451574964
686	0.2451358574
687	0.2451123876
688	0.245095416
689	0.2450796016
690	0.245032701
691	0.2450117089
692	0.2449948727
693	0.2449717382
694	0.2449505921
695	0.2449002664
696	0.2448729391
697	0.2448537922
698	0.2448331539
699	0.24480797
700	0.244789614
701	0.244765669
702	0.2447370705
703	0.2447165245
704	0.2446848417
705	0.2446634304
706	0.2446226506
707	0.2446033547
708	0.2445804938
709	0.244563439
710	0.2445487306
711	0.244528768
712	0.2445128701
713	0.244470897
714	0.2444457847
715	0.2444194072
716	0.2443922255
717	0.2443619426
718	0.2443438259
719	0.2443201477
720	0.2443036587
721	0.2442838067
722	0.2442617056
723	0.2442381589
724	0.2442161884
725	0.2441949556
726	0.2441766777
727	0.2441560095
728	0.244138055
729	0.244115217
730	0.2440921412
731	0.2440699645
732	0.244053661
733	0.2440343577
734	0.2440088089
735	0.2439917523
736	0.2439741431
737	0.2439445285
738	0.2439233933
739	0.2439032626
740	0.2438805673
741	0.2438404137
742	0.2438201208
743	0.2438015656
744	0.2437800125
745	0.2437644823
746	0.2437421189
747	0.2437243443
748	0.2437007843
749	0.2436775781
750	0.2436586597
751	0.243637195
752	0.2436077657
753	0.243592707
754	0.2435732235
755	0.2435549835
756	0.2435404184
757	0.2435212419
758	0.2434987159
759	0.2434743507
760	0.2434521587
761	0.2434276095
762	0.2434050008
763	0.2433848521
764	0.2433594012
765	0.2433342518
766	0.2433159572
767	0.2433014506
768	0.2432645112
769	0.2432516723
770	0.2432275976
771	0.2432014422
772	0.243189053
773	0.2431676317
774	0.2431508861
775	0.2431374821
776	0.243116516
777	0.2431028383
778	0.2430789653
779	0.2430596903
780	0.2430310554
781	0.2430069641
782	0.2429815554
783	0.2429517719
784	0.2429281557
785	0.2429104946
786	0.2428732415
787	0.2428514141
788	0.2428217418
789	0.2428006413
790	0.2427606496
791	0.2427450859
792	0.2427115886
793	0.2426998239
794	0.242675943
795	0.2426613248
796	0.2426406288
797	0.2426231159
798	0.2426029034
799	0.2425883907
800	0.2425705915
801	0.2425510585
802	0.242534129
803	0.2425133592
804	0.2424737939
805	0.2424414291
806	0.2424161521
807	0.2423899056
808	0.242372296
809	0.2423603996
810	0.2423454001
811	0.2423221123
812	0.2423016346
813	0.2422770321
814	0.2422296498
815	0.2422093657
816	0.2421877092
817	0.242170355
818	0.2421424589
819	0.2421104646
820	0.2420947253
821	0.2420740921
822	0.2420557426
823	0.2420365827
824	0.2420201181
825	0.2420026611
826	0.24198369
827	0.2419607193
828	0.2419470721
829	0.2419287413
830	0.2419137556
831	0.2418910396
832	0.2418718965
833	0.2418518369
834	0.2418345359
835	0.2418139407
836	0.2417974621
837	0.2417783999
838	0.2417672706
839	0.2417471137
840	0.2417278045
841	0.2417082806
842	0.2416843318
843	0.2416608645
844	0.2416471428
845	0.2416292297
846	0.2416132817
847	0.2416011597
848	0.2415729837
849	0.2415433144
850	0.2415292628
851	0.2415055378
852	0.2414865937
853	0.2414656161
854	0.2414487212
855	0.2414309864
856	0.2414181142
857	0.2414019224
858	0.2413822394
859	0.2413386726
860	0.2413239069
861	0.241307801
862	0.2412851937
863	0.241269881
864	0.2412502105
865	0.2411863597
866	0.2411634857
867	0.2411348297
868	0.241076737
869	0.241047879
870	0.241026725
871	0.2410021392
872	0.240982565
873	0.2409653359
874	0.2409475983
875	0.2409392986
876	0.2409241319
877	0.2409045072
878	0.2408872402
879	0.2408678593
880	0.2408542538
881	0.240839041
882	0.2408228224
883	0.2408091679
884	0.2407915236
885	0.240767958
886	0.2407478524
887	0.2407371678
888	0.2407161227
889	0.2406979924
890	0.2406847727
891	0.2406669217
892	0.2406525536
893	0.2406401267
894	0.2406193785
895	0.2406019054
896	0.2405916315
897	0.2405679738
898	0.240546183
899	0.2405255958
900	0.240508483
901	0.2404976909
902	0.2404664557
903	0.2404507531
904	0.240435591
905	0.2404236312
906	0.2404084706
907	0.2403877344
908	0.2403735957
909	0.240345189
910	0.2403099833
911	0.2402928264
912	0.2402588326
913	0.2402374368
914	0.2402200192
915	0.2401932256
916	0.2401815063
917	0.2401672309
918	0.2401544903
919	0.2401369822
920	0.2401179016
921	0.2400917161
922	0.2400750953
923	0.2400536985
924	0.2400321711
925	0.240011978
926	0.2399965951
927	0.239976362
928	0.239955188
929	0.2399244546
930	0.2399012615
931	0.2398570484
932	0.2398390428
933	0.2398212895
934	0.239810335
935	0.2397894117
936	0.2397699546
937	0.239750475
938	0.2397334637
939	0.2397097769
940	0.2396889928
941	0.2396648464
942	0.2396452743
943	0.2396360681
944	0.2396200679
945	0.2396072161
946	0.2395897025
947	0.2395790798
948	0.2395618323
949	0.2395432417
950	0.2395254029
951	0.239500301
952	0.2394801516
953	0.2394550341
954	0.2394311722
955	0.2394133768
956	0.2393939811
957	0.2393724804
958	0.2393496562
959	0.2393345264
960	0.2393192995
961	0.2392981213
962	0.2392861308
963	0.2392626898
964	0.2392301192
965	0.2392097572
966	0.2391840919
967	0.2391700672
968	0.2391545792
969	0.2391460917
970	0.2391258117
971	0.2391089317
972	0.2390885975
973	0.2390771988
974	0.2390567794
975	0.2390312153
976	0.2390182562
977	0.2389642278
978	0.2389531079
979	0.2389288734
980	0.2389119345
981	0.2388916156
982	0.238870712
983	0.2388519391
984	0.2388341486
985	0.2388059839
986	0.2387908375
987	0.238773512
988	0.2387526905
989	0.2387307771
990	0.238707057
991	0.2386835351
992	0.2386638734
993	0.2386449884
994	0.2386045937
995	0.2385873289
996	0.2385640896
997	0.2385393844
998	0.2385259278
999	0.2385078439
